File,Bird Name,Length
104834.wav,AmericanCrow,73.056
104835.wav,AmericanCrow,29.664
109698.wav,AmericanCrow,20.808
109765.wav,AmericanCrow,17.568
109766.wav,AmericanCrow,16.728
109767.wav,AmericanCrow,62.16
109768.wav,AmericanCrow,16.32
109769.wav,AmericanCrow,39.576
112598.wav,AmericanCrow,126.53714285714285
112829.wav,AmericanCrow,135.26204081632653
114550.wav,AmericanCrow,17.51
114551.wav,AmericanCrow,11.241972789115646
114552.wav,AmericanCrow,16.391655328798187
114554.wav,AmericanCrow,5.8
114555.wav,AmericanCrow,18.910476190476192
114556.wav,AmericanCrow,26.88
114557.wav,AmericanCrow,24.0
114558.wav,AmericanCrow,6.05
114559.wav,AmericanCrow,31.42530612244898
114560.wav,AmericanCrow,28.5
114561.wav,AmericanCrow,11.06
115938.wav,AmericanCrow,54.72
115939.wav,AmericanCrow,58.536
115940.wav,AmericanCrow,57.72
121396.wav,AmericanCrow,152.6334693877551
126022.wav,AmericanCrow,1.6072562358276643
12786.wav,AmericanCrow,55.3462358276644
131445.wav,AmericanCrow,10.488
131447.wav,AmericanCrow,57.048
137865.wav,AmericanCrow,45.521292517006806
141750.wav,AmericanCrow,33.936
141751.wav,AmericanCrow,33.072
155440.wav,AmericanCrow,200.448
155441.wav,AmericanCrow,229.776
160878.wav,AmericanCrow,93.12
160880.wav,AmericanCrow,262.608
167792.wav,AmericanCrow,142.392
172427.wav,AmericanCrow,68.93425
172875.wav,AmericanCrow,49.392
172878.wav,AmericanCrow,20.232
172881.wav,AmericanCrow,5.784
172882.wav,AmericanCrow,5.688
180081.wav,AmericanCrow,187.35020408163265
181497.wav,AmericanCrow,84.24712018140589
18389.wav,AmericanCrow,11.142539682539683
187481.wav,AmericanCrow,26.88419501133787
188842.wav,AmericanCrow,113.3333125
191185.wav,AmericanCrow,23.980408163265306
191952.wav,AmericanCrow,57.576
191954.wav,AmericanCrow,264.72
197259.wav,AmericanCrow,20.950204081632652
197260.wav,AmericanCrow,74.73632653061225
197261.wav,AmericanCrow,152.7118367346939
206082.wav,AmericanCrow,126.144
233496.wav,AmericanCrow,18.337551020408164
268481.wav,AmericanCrow,228.048
277021.wav,AmericanCrow,121.39102040816327
277023.wav,AmericanCrow,60.7649433106576
279721.wav,AmericanCrow,39.598684807256234
279723.wav,AmericanCrow,10.344489795918367
289011.wav,AmericanCrow,15.18453514739229
293812.wav,AmericanCrow,9.840979166666667
29506.wav,AmericanCrow,39.408
296308.wav,AmericanCrow,23.61469387755102
309641.wav,AmericanCrow,7.523265306122449
312752.wav,AmericanCrow,300.0
314874.wav,AmericanCrow,22.680979166666667
315688.wav,AmericanCrow,50.07673469387755
316302.wav,AmericanCrow,57.803583333333336
317205.wav,AmericanCrow,27.352312925170068
318014.wav,AmericanCrow,38.876875
320383.wav,AmericanCrow,27.180090702947847
325096.wav,AmericanCrow,6.2693877551020405
328542.wav,AmericanCrow,13.635918367346939
332328.wav,AmericanCrow,74.68408163265306
333146.wav,AmericanCrow,33.21697916666667
345874.wav,AmericanCrow,24.168
351540.wav,AmericanCrow,7.366167800453515
354831.wav,AmericanCrow,44.664
354832.wav,AmericanCrow,26.496
361336.wav,AmericanCrow,220.01685416666666
363862.wav,AmericanCrow,45.50530612244898
364635.wav,AmericanCrow,53.91673469387755
371062.wav,AmericanCrow,20.088
376180.wav,AmericanCrow,157.73404166666666
376182.wav,AmericanCrow,132.14016666666666
381507.wav,AmericanCrow,64.32
388682.wav,AmericanCrow,4.7542857142857144
388685.wav,AmericanCrow,10.396734693877551
393299.wav,AmericanCrow,111.70775
404505.wav,AmericanCrow,3.8477097505668936
406303.wav,AmericanCrow,63.864
406305.wav,AmericanCrow,44.304
406306.wav,AmericanCrow,26.616
406307.wav,AmericanCrow,63.912
409010.wav,AmericanCrow,67.32
413030.wav,AmericanCrow,11.636583333333334
413789.wav,AmericanCrow,3.2420408163265306
414021.wav,AmericanCrow,35.969569160997736
414931.wav,AmericanCrow,100.07510204081633
420584.wav,AmericanCrow,31.947755102040816
424738.wav,AmericanCrow,45.41229166666667
43850.wav,AmericanCrow,35.064
448753.wav,AmericanCrow,99.936
451209.wav,AmericanCrow,40.344
454252.wav,AmericanCrow,52.375510204081635
456644.wav,AmericanCrow,112.584
459466.wav,AmericanCrow,158.6058125
460987.wav,AmericanCrow,39.65387755102041
478839.wav,AmericanCrow,150.864
480052.wav,AmericanCrow,78.816
481136.wav,AmericanCrow,26.33142857142857
481933.wav,AmericanCrow,39.72
